i0.MultiQueueMigrator.migrationCount 262
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.measuredWriteTimes 906
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.cancelCountHisto {0: 905}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.wpPauseHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.wpCancelHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.bankEnergy 1631.41nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.activeEnergy 102.637nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.burstEnergy 1528.77nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.bankPower 450808W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.activePower 28361.7W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.burstPower 422447W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.refreshPower 0W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.bandwidth 324.756MB/s
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.dataCycles 9400
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.powerCycles 740987
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.utilization 0.0126858
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.reads 1444
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.writes 906
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.activates 1264
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.precharges 1263
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.activeCycles 739590
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.standbyCycles 1397
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.fastExitActiveCycles 2877542
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.fastExitPrechargeCycles 324
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.slowExitPrechargeCycles 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.actWaits 3
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.actWaitTotal 6
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.actWaitAverage 2
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.decoder.migratedAccesses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.subArrayEnergy 1634.77nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.activeEnergy 99.3888nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.burstEnergy 1535.38nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.cancelledWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.pausedWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.measuredPauses 910
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.measuredProgresses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.reads 1361
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.writes 910
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.activates 1224
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.precharges 1223
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.actWaits 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.actWaitTotal 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.actWaitAverage -nan
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.worstCaseWrite 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.num00Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.num01Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.num10Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.num11Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.averageWriteTime 60
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.measuredWriteTimes 910
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.cancelCountHisto {0: 909}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.wpPauseHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.subarray0.wpCancelHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.bankEnergy 1634.77nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.activeEnergy 99.3888nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.burstEnergy 1535.38nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.bankPower 451736W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.activePower 27464.2W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.burstPower 424272W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.refreshPower 0W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.bandwidth 313.839MB/s
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.dataCycles 9084
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.powerCycles 740987
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.utilization 0.0122593
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.reads 1361
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.writes 910
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.activates 1224
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.precharges 1223
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.activeCycles 739373
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.standbyCycles 1614
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.fastExitActiveCycles 2876797
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.fastExitPrechargeCycles 1069
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.slowExitPrechargeCycles 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.actWaits 3
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.actWaitTotal 6
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.actWaitAverage 2
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank3.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.decoder.migratedAccesses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.subArrayEnergy 1276.21nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.activeEnergy 79.4948nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.burstEnergy 1196.72nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.cancelledWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.pausedWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.measuredPauses 709
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.measuredProgresses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.reads 1354
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.writes 709
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.activates 979
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.precharges 978
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.actWaits 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.actWaitTotal 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.actWaitAverage -nan
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.worstCaseWrite 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.num00Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.num01Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.num10Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.num11Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.averageWriteTime 60
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.measuredWriteTimes 709
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.cancelCountHisto {0: 708}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.wpPauseHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.subarray0.wpCancelHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.bankEnergy 1276.21nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.activeEnergy 79.4948nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.burstEnergy 1196.72nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.bankPower 352657W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.activePower 21966.8W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.burstPower 330690W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.refreshPower 0W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.bandwidth 285.094MB/s
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.dataCycles 8252
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.powerCycles 740987
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.utilization 0.0111365
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.reads 1354
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.writes 709
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.activates 979
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.precharges 978
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.activeCycles 739727
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.standbyCycles 1260
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.fastExitActiveCycles 2877101
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.fastExitPrechargeCycles 765
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.slowExitPrechargeCycles 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.actWaits 2
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.actWaitTotal 3
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.actWaitAverage 1.5
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank4.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.decoder.migratedAccesses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.subArrayEnergy 1535.86nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.activeEnergy 91.5936nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.burstEnergy 1444.26nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.cancelledWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.pausedWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.measuredPauses 856
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.measuredProgresses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.reads 1277
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.writes 856
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.activates 1128
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.precharges 1127
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.actWaits 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.actWaitTotal 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.actWaitAverage -nan
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.worstCaseWrite 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.num00Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.num01Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.num10Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.num11Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.averageWriteTime 60
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.measuredWriteTimes 856
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.cancelCountHisto {0: 855}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.wpPauseHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.subarray0.wpCancelHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.bankEnergy 1535.86nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.activeEnergy 91.5936nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.burstEnergy 1444.26nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.bankPower 424404W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.activePower 25310.1W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.burstPower 399094W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.refreshPower 0W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.bandwidth 294.768MB/s
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.dataCycles 8532
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.powerCycles 740987
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.utilization 0.0115144
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.reads 1277
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.writes 856
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.activates 1128
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.precharges 1127
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.activeCycles 739281
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.standbyCycles 1706
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.fastExitActiveCycles 2876165
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.fastExitPrechargeCycles 1701
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.slowExitPrechargeCycles 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.actWaits 2
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.actWaitTotal 3
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.actWaitAverage 1.5
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank5.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.decoder.migratedAccesses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.subArrayEnergy 1584.34nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.activeEnergy 95.9784nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.burstEnergy 1488.36nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.cancelledWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.pausedWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.measuredPauses 882
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.measuredProgresses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.reads 1457
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.writes 882
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.activates 1182
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.precharges 1181
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.actWaits 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.actWaitTotal 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.actWaitAverage -nan
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.worstCaseWrite 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.num00Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.num01Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.num10Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.num11Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.averageWriteTime 60
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.measuredWriteTimes 882
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.cancelCountHisto {0: 881}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.wpPauseHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.subarray0.wpCancelHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.bankEnergy 1584.34nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.activeEnergy 95.9784nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.burstEnergy 1488.36nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.bankPower 437801W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.activePower 26521.8W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.burstPower 411279W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.refreshPower 0W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.bandwidth 323.236MB/s
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.dataCycles 9356
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.powerCycles 740987
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.utilization 0.0126264
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.reads 1457
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.writes 882
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.activates 1182
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.precharges 1181
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.activeCycles 739730
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.standbyCycles 1257
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.fastExitActiveCycles 2877823
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.fastExitPrechargeCycles 43
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.slowExitPrechargeCycles 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.actWaits 3
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.actWaitTotal 6
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.actWaitAverage 2
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank6.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.decoder.migratedAccesses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.subArrayEnergy 1655.87nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.activeEnergy 102.068nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.burstEnergy 1553.81nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.cancelledWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.pausedWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.measuredPauses 921
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.measuredProgresses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.reads 1296
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.writes 921
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.activates 1257
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.precharges 1256
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.actWaits 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.actWaitTotal 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.actWaitAverage -nan
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.worstCaseWrite 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.num00Writes 0
